"Case#","DATE OF OCCURRENCE","BLOCK","PRIMARY DESCRIPTION","SECONDARY DESCRIPTION","LOCATION DESCRIPTION","ARREST","DOMESTIC","BEAT","WARD","X COORDINATE","Y COORDINATE","LATITUDE","LONGITUDE","OBJECT TYPE"
"JD470862","12/26/2020 12:00:00 AM","031XX W MARQUETTE RD","OFFENSE INVOLVING CHILDREN","CHILD ABUSE","RESIDENCE","N","N","831","17","1156449","1860025","41.77168575","-87.70206562","P"
"JD470206","12/26/2020 06:40:00 AM","119XX S YALE AVE","BURGLARY","FORCIBLE ENTRY","RESIDENCE","N","N","522","34","1176760","1825760","41.67722483","-87.62864048","P"
"JD470558","12/26/2020 07:00:00 AM","106XX S LA SALLE ST","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","512","34","1177156","1834531","41.70128486","-87.62692774","P"
"JD470173","12/26/2020 04:30:00 PM","029XX N SHEFFIELD AVE","CRIMINAL SEXUAL ASSAULT","AGGRAVATED - HANDGUN","ALLEY","N","N","1933","44","1169099","1919855","41.93560025","-87.65395955","P"
"JD471603","12/26/2020 08:00:00 PM","003XX E 87TH PL","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","632","9","1180253","1846861","41.73504969","-87.61521105","P"
"JE190577","4/04/2021 17:30","049XX N MILWAUKEE AVE","BATTERY","SIMPLE","CTA PARKING LOT / GARAGE / OTHER PROPERTY","N","N","1623","45","1139431","1932207","41.97008868","-87.76269009","P"
"JD473895","10/29/2020 06:30:00 PM","020XX W CHICAGO AVE","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","APARTMENT","N","N","1221","1","1162692","1905336","41.89589602","-87.67791339","P"
"JE224597","5/08/2021 18:00","049XX W MONTANA ST","BATTERY","SIMPLE","SIDEWALK","N","Y","2521","31","1143022","1915852","41.92514268","-87.74989502","P"
"JE118066","01/18/2021 05:45:00 PM","011XX N KEYSTONE AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESIDENCE","N","N","1111","37","1149176","1907363","41.90173092","-87.72750249","P"
"JD393468","10/08/2020 19:00","062XX N PULASKI RD","THEFT","$500 AND UNDER","VEHICLE NON-COMMERCIAL","N","N","1711","39","1148559","1941196","41.99458333","-87.72889243","P"
"JD470030","12/26/2020 03:15:00 PM","006XX W IRVING PARK RD","THEFT","OVER $500","STREET","N","N","1925","46","1170908","1926796","41.95460708","-87.64710719","P"
"JD470277","12/26/2020 01:00:00 AM","044XX N ST LOUIS AVE","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESIDENCE","N","N","1723","35","1152255","1929329","41.96194719","-87.71561156","P"
"JE188916","4/04/2021 3:33","036XX W MONTROSE AVE","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","Y","Y","1723","35","1151118","1928993","41.9610476","-87.7198007","P"
"JE116314","01/18/2021 02:00:00 AM","001XX N MICHIGAN AVE","OTHER OFFENSE","OTHER CRIME AGAINST PERSON","APARTMENT","N","N","114","42","1177276","1901405","41.88479095","-87.62446924","P"
"JD473371","12/16/2020 09:33:00 AM","023XX N MONITOR AVE","THEFT","$500 AND UNDER","RESIDENCE","N","N","2515","36","1137003","1914971","41.92283537","-87.77203314","P"
"JD469824","12/26/2020 11:00:00 AM","051XX W JACKSON BLVD","BATTERY","SIMPLE","NURSING / RETIREMENT HOME","N","N","1533","28","1142017","1898181","41.87667013","-87.75402637","P"
"JD470261","12/26/2020 07:18:00 PM","068XX S CREGIER AVE","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","STREET","Y","N","332","5","1189382","1859981","41.77083826","-87.58134652","P"
"JE224091","5/08/2021 20:27","084XX S HOLLAND RD","ROBBERY","STRONG ARM - NO WEAPON","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","622","21","1175662","1848962","41.74091899","-87.63196775","P"
"JD469586","12/26/2020 01:45:00 AM","021XX W 71ST ST","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","Y","Y","735","17","1163364","1857558","41.76477388","-87.67678639","P"
"JD470122","12/26/2020 05:00:00 PM","027XX W MORSE AVE","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","N","Y","2411","50","1156875","1945667","42.00668678","-87.69818026","P"
"JE117138","01/18/2021 10:55:00 AM","022XX E 96TH ST","BATTERY","SIMPLE","RESIDENCE","N","N","431","7","1192817","1841963","41.72131222","-87.56934174","P"
"JD469614","12/26/2020 04:13:00 AM","015XX W THORNDALE AVE","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","2013","48","1164990","1939623","41.98993281","-87.66849664","P"
"JE224151","5/08/2021 22:44","039XX S WESTERN AVE","THEFT","$500 AND UNDER","SIDEWALK","N","N","921","12","1161005","1878732","41.8229272","-87.6848474","P"
"JE228481","03/26/2021 11:00:00 AM","058XX N GLENWOOD AVE","DECEPTIVE PRACTICE","EMBEZZLEMENT","ATHLETIC CLUB","N","N","2013","48","1165932","1938634","41.98719885","-87.66506019","P"
"JD469569","12/26/2020 01:30:00 AM","025XX E 78TH ST","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","N","Y","421","7","1194402","1853739","41.75358783","-87.56315031","P"
"JD469945","12/26/2020 07:45:00 AM","0000X S MASON AVE","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","Y","Y","1513","29","1136839","1899281","41.87978301","-87.77301228","P"
"JD470361","12/26/2020 10:49:00 PM","054XX W ADAMS ST","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","STREET","Y","N","1522","29","1140245","1898800","41.87840138","-87.76051752","P"
"JD469671","12/26/2020 07:30:00 AM","031XX W 61ST ST","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","823","16","1156629","1864017","41.78263676","-87.70129825","P"
"JD470363","12/26/2020 11:08:00 PM","037XX N BROADWAY","THEFT","RETAIL THEFT","CONVENIENCE STORE","N","N","1925","46","1170552","1924871","41.94933263","-87.64847244","P"
"JD365800","9/11/2020 8:55","095XX S Bishop St","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","","N","N","2213","21","1168354","1841420","41.72038296","-87.65896017","P"
"JE223329","5/08/2021 4:00","052XX W SCHUBERT AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","2514","31","1141019","1917455","41.92957864","-87.75721549","P"
"JD470622","12/26/2020 08:00:00 PM","028XX W POLK ST","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","N","Y","1135","28","1157566","1896245","41.87105537","-87.69698771","P"
"JD470388","12/26/2020 11:27:00 PM","009XX E 79TH ST","BATTERY","DOMESTIC BATTERY SIMPLE","OTHER (SPECIFY)","Y","N","624","8","1184039","1852826","41.75133076","-87.60115492","P"
"JD470092","12/26/2020 04:30:00 PM","071XX S VINCENNES AVE","BATTERY","AGGRAVATED - HANDGUN","GAS STATION","N","N","731","6","1176589","1857611","41.76463209","-87.62831164","P"
"JD470141","12/26/2020 09:00:00 AM","034XX S INDIANA AVE","THEFT","FROM BUILDING","NURSING / RETIREMENT HOME","N","N","211","3","1178163","1882297","41.83233723","-87.62179358","P"
"JD469859","12/26/2020 12:27:00 PM","049XX S FORRESTVILLE AVE","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","223","4","1180761","1872355","41.80499616","-87.61256726","P"
"JD470088","12/26/2020 04:24:00 PM","117XX S VINCENNES AVE","BATTERY","SIMPLE","RESIDENCE - YARD (FRONT / BACK)","N","N","2234","34","1165432","1826891","41.68057526","-87.67007259","P"
"JD473567","12/22/2020 01:30:00 PM","054XX W RACE AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESIDENCE","N","N","1523","37","1139913","1903024","41.88999865","-87.76163324","P"
"JD473682","12/17/2020 08:00:00 PM","024XX N LAKEVIEW AVE","THEFT","OVER $500","STREET","N","N","1935","43","1173155","1916582","41.92652984","-87.63915101","P"
"JD473305","12/20/2020 12:11:00 PM","038XX W ARTHINGTON ST","THEFT","$500 AND UNDER","OTHER (SPECIFY)","N","N","1133","24","1151022","1895762","41.86986058","-87.72102591","P"
"JD470771","12/26/2020 11:00:00 PM","032XX S DR MARTIN LUTHER KING JR DR","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","211","4","1179441","1883693","41.83613881","-87.61706176","P"
"JD473300","12/13/2020 05:05:00 PM","076XX W IBSEN ST","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","","N","N","1611","41","1124539","1945192","42.00597998","-87.81716204","P"
"JD470579","12/26/2020 05:00:00 PM","053XX N LOVEJOY AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESIDENCE","N","N","1622","45","1137730","1935272","41.97853023","-87.76887058","P"
"JD470626","12/26/2020 12:00:00 PM","022XX N MEADE AVE","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","N","Y","2512","36","1135363","1914468","41.92148438","-87.77807111","P"
"JD473377","12/24/2020 06:50:00 AM","002XX N WALLER AVE","THEFT","$500 AND UNDER","RESIDENCE - PORCH / HALLWAY","N","N","1512","29","1138111","1901078","41.88469133","-87.76829815","P"
"JD473496","12/23/2020 02:30:00 PM","028XX S THROOP ST","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESIDENCE","N","N","913","11","1169618","1885833","41.84223028","-87.65304347","P"
"JE228384","5/08/2021 6:42","001XX N STATE ST","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","VEHICLE NON-COMMERCIAL","N","N","111","42","1176332","1901592","41.88532544","-87.62793007","P"
"JD470155","12/26/2020 05:30:00 PM","028XX W 65TH ST","THEFT","$500 AND UNDER","RESIDENCE","N","N","823","17","1158361","1861408","41.77544218","-87.69501918","P"
"JD470198","12/26/2020 01:59:00 PM","010XX W 104TH PL","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","RESIDENCE","N","Y","2232","34","1171198","1835520","41.70413087","-87.64871513","P"
"JD469578","12/26/2020 01:15:00 AM","048XX W NELSON ST","BATTERY","AGGRAVATED - OTHER DANGEROUS WEAPON","APARTMENT","N","N","2521","31","1143628","1919843","41.93608304","-87.74756808","P"
"JD469831","12/26/2020 11:30:00 AM","023XX W MADISON ST","BATTERY","SIMPLE","DRUG STORE","N","N","1223","27","1160781","1899960","41.88118366","-87.68508125","P"
"JD470176","12/26/2020 06:11:00 PM","015XX W JARVIS AVE","ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","CTA TRAIN","N","Y","2423","49","1164799","1949134","42.01603527","-87.6689277","P"
"JD470158","12/26/2020 05:20:00 PM","099XX S VINCENNES AVE","ROBBERY","ARMED - HANDGUN","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","2232","34","1169838","1838856","41.71331493","-87.65359878","P"
"JD470379","12/26/2020 11:18:00 PM","065XX S HOMAN AVE","NARCOTICS","POSSESS - CANNABIS 30 GRAMS OR LESS","STREET","Y","N","831","23","1154850","1861228","41.77501902","-87.70789502","P"
"JD469916","12/26/2020 11:34:00 AM","076XX S VINCENNES AVE","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","GAS STATION","Y","N","623","17","1175511","1854480","41.75606444","-87.6323563","P"
"JD470202","12/26/2020 06:21:00 PM","040XX W VAN BUREN ST","NARCOTICS","POSSESS - HEROIN (WHITE)","SIDEWALK","Y","N","1132","28","1149572","1897719","41.87525907","-87.72629852","P"
"JE228906","1/01/2021 4:45","008XX W BUCKINGHAM PL","SEX OFFENSE","CRIMINAL SEXUAL ABUSE","APARTMENT","N","N","1924","44","1169992","1922447","41.94269334","-87.65060188","P"
"JD472605","12/26/2020 09:00:00 AM","019XX N MOHAWK ST","THEFT","$500 AND UNDER","STREET","N","N","1813","43","1172293","1913164","41.9171698","-87.64241963","P"
"JE129392","2/01/2021 1:00","110XX S VERNON AVE","ASSAULT","SIMPLE","APARTMENT","N","N","513","9","1181203","1831877","41.69390988","-87.61219045","P"
"JD392620","10/08/2020 9:00","014XX S TRUMBULL AVE","OTHER OFFENSE","TELEPHONE THREAT","APARTMENT","N","N","1021","24","1153602","1892860","41.86184627","-87.71163107","P"
"JD471359","12/26/2020 03:30:00 PM","084XX S KARLOV AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESIDENCE","N","N","834","18","1150542","1848298","41.7396218","-87.72402347","P"
"JE228872","03/18/2021 11:00:00 AM","107XX S LAFAYETTE AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","N","N","513","34","1177831","1833722","41.69904963","-87.62448051","P"
"JE227559","5/08/2021 19:00","008XX N MICHIGAN AVE","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1833","2","1177339","1906234","41.89804054","-87.62409132","P"
"JD473478","12/16/2020 12:01:00 AM","018XX N LEAVITT ST","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESIDENCE","N","N","1434","32","1161395","1912564","41.9157573","-87.68247557","P"
"JD470614","12/26/2020 06:00:00 PM","012XX W WASHBURNE AVE","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","1233","25","1168384","1894534","41.86613332","-87.65732049","P"
"JD469828","12/26/2020 12:01:00 PM","055XX S HALSTED ST","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","Y","Y","711","20","1171915","1868079","41.79346135","-87.645136","P"
"JD456847","12/11/2020 19:00","010XX N PULASKI RD","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","1112","37","1149533","1906592","41.8996083","-87.72621122","P"
"JD460016","12/06/2020 0:00","060XX S TROY ST","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","","N","N","823","16","1156421","1864387","41.78365629","-87.70205088","P"
"JD458967","12/11/2020 9:00","029XX N MASON AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","N","N","2514","30","1136217","1918844","41.9334774","-87.77482851","P"
"JD456707","12/11/2020 22:10","013XX S OAKLEY AVE","CRIMINAL TRESPASS","TO LAND","RESIDENCE","N","N","1233","28","1161252","1893774","41.86419893","-87.68352373","P"
"JD459970","12/10/2020 8:00","036XX W DOUGLAS BLVD","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","APARTMENT","N","N","1011","24","1152121","1893208","41.86283053","-87.71705844","P"
"JE224028","5/08/2021 19:40","002XX E 47TH ST","BATTERY","SIMPLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","215","3","1178501","1873910","41.80931493","-87.62080862","P"
"JD473330","12/21/2020 03:23:00 PM","023XX E 74TH ST","THEFT","OVER $500","RESIDENCE - PORCH / HALLWAY","N","N","334","7","1193299","1856356","41.76079611","-87.56710691","P"
"JD456617","12/11/2020 21:27","001XX W 119TH ST","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK","N","N","522","9","1177641","1826048","41.67799533","-87.62540711","P"
"JD471134","12/26/2020 10:00:00 PM","023XX W HOWARD ST","ASSAULT","SIMPLE","STREET","N","Y","2411","49","1159236","1950365","42.01952983","-87.68936374","P"
"JD456695","12/11/2020 23:24","083XX S OGLESBY AVE","BURGLARY","FORCIBLE ENTRY","RESIDENCE","N","N","412","8","1193296","1850039","41.74346182","-87.56732403","P"
"JD460355","11/04/2020 12:00","063XX N KOLMAR AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESIDENCE","N","N","1711","39","1144914","1941698","41.99603067","-87.74228779","P"
"JE242154","05/24/2021 01:00:00 PM","004XX S HOMAN AVE","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","N","Y","1134","28","1153788","1897700","41.87512407","-87.71081945","P"
"JD458151","12/11/2020 15:00","085XX W RASCHER AVE","THEFT","$500 AND UNDER","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","1614","41","1118381","1935084","41.97834216","-87.84003283","P"
"JD456373","12/11/2020 16:21","083XX S BAKER AVE","BURGLARY","UNLAWFUL ENTRY","RESIDENCE","N","N","424","10","1198235","1849816","41.74272782","-87.54923507","P"
"JD456319","12/11/2020 16:16","102XX S AVENUE G","ASSAULT","SIMPLE","RESIDENCE - PORCH / HALLWAY","N","N","432","10","1203146","1837535","41.70890369","-87.53166058","P"
"JE229028","02/28/2021 08:00:00 PM","011XX E 83RD ST","BATTERY","SIMPLE","APARTMENT","N","N","412","8","1185473","1850195","41.74407743","-87.5959827","P"
"JE228454","04/28/2021 01:35:00 PM","003XX S CAMPBELL AVE","THEFT","$500 AND UNDER","APARTMENT","N","N","1125","27","1159793","1898430","41.87700562","-87.68875133","P"
"JD460137","11/20/2020 04:00:00 PM","068XX S CAMPBELL AVE","THEFT","$500 AND UNDER","RESIDENCE - PORCH / HALLWAY","N","N","832","17","1160885","1859307","41.76962495","-87.68582441","P"
"JD469900","12/26/2020 01:15:00 PM","021XX W 24TH ST","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","Y","1034","25","1162464","1888061","41.84849664","-87.67923428","P"
"JD456633","12/11/2020 21:04","081XX S HERMITAGE AVE","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","N","Y","614","21","1166095","1850727","41.74597103","-87.66697042","P"
"JD455806","12/11/2020 6:20","022XX W IRVING PARK RD","CRIMINAL TRESPASS","TO RESIDENCE","APARTMENT","N","N","1911","47","1160767","1926522","41.95407199","-87.68439463","P"
"JD457261","12/11/2020 12:00","003XX W 79TH ST","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","STREET","N","N","623","17","1175198","1852557","41.75079448","-87.63356069","P"
"JD455971","12/11/2020 2:30","043XX S ST LOUIS AVE","THEFT","OVER $500","STREET","N","N","821","14","1153792","1875657","41.81463534","-87.71139086","P"
"JD456527","12/11/2020 17:00","010XX N CAMBRIDGE AVE","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","1823","27","1172427","1907230","41.90088363","-87.64210301","P"
"JD456648","12/11/2020 6:00","064XX S SANGAMON ST","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","723","16","1171080","1862221","41.77740462","-87.64836899","P"
"JD456213","12/11/2020 14:30","026XX N SPAULDING AVE","THEFT","FROM BUILDING","RESIDENCE - PORCH / HALLWAY","N","N","1412","35","1153627","1917433","41.92927646","-87.71088488","P"
"JD455970","12/11/2020 5:30","005XX W 26TH ST","BURGLARY","FORCIBLE ENTRY","APARTMENT","N","N","914","11","1172993","1887017","41.84540525","-87.64062323","P"
"JD456230","12/11/2020 14:45","033XX W 63RD ST","CRIMINAL DAMAGE","TO VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","823","23","1155291","1862654","41.77892337","-87.70624024","P"
"JD458657","12/11/2020 15:00","026XX W 22ND PL","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESIDENCE","N","N","1034","24","1159175","1888965","41.85104542","-87.69128035","P"
"JD456814","12/11/2020 13:06","055XX W GRAND AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","POLICE FACILITY / VEHICLE PARKING LOT","N","N","2515","37","1138788","1913480","41.91871165","-87.76551063","P"
"JD456447","12/11/2020 17:30","061XX N FRANCISCO AVE","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","2413","50","1155897","1940677","41.99301387","-87.70191387","P"
"JD359142","9/07/2020 1:14","063XX S ASHLAND AVE","BATTERY","AGGRAVATED - HANDGUN","CTA BUS STOP","Y","N","725","16","1166755","1862759","41.7789744","-87.66420909","P"
"JD455987","12/11/2020 10:58","006XX N MC CLURG CT","BATTERY","SIMPLE","SIDEWALK","Y","N","1834","42","1179089","1904354","41.89284186","-87.61772141","P"
"JD469612","12/26/2020 03:37:00 AM","084XX S MORGAN ST","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","613","21","1171117","1848938","41.74095357","-87.64862093","P"
"JD456199","12/11/2020 14:40","076XX S CICERO AVE","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","833","18","1145727","1853720","41.75459296","-87.74152854","P"
"JD460482","09/14/2020 08:00:00 AM","092XX S LA SALLE ST","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","N","N","634","21","1176904","1843654","41.72632529","-87.62757666","P"
"JD455794","12/11/2020 6:00","074XX S COLFAX AVE","OTHER OFFENSE","OTHER VEHICLE OFFENSE","STREET","N","N","334","7","1194643","1856170","41.76025276","-87.56218729","P"
"JD460009","12/10/2020 9:04","023XX W 21ST PL","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","N","N","1234","25","1161200","1889685","41.85297939","-87.68382817","P"
"JD363380","9/11/2020 5:00","075XX S MORGAN ST","CRIMINAL TRESPASS","TO RESIDENCE","RESIDENCE","Y","N","612","17","1170952","1854744","41.75688961","-87.6490563","P"
"JD456721","12/11/2020 23:50","050XX W WEST END AVE","BATTERY","AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT","STREET","N","Y","1532","28","1142756","1900513","41.88305571","-87.75125488","P"
"JD460022","11/30/2020 04:30:00 PM","062XX N CALIFORNIA AVE","THEFT","$500 AND UNDER","STREET","N","N","2413","50","1156537","1941303","41.99471867","-87.69954267","P"
"JD455852","12/11/2020 3:00","055XX W POTOMAC AVE","BURGLARY","FORCIBLE ENTRY","APARTMENT","N","N","2532","37","1139130","1908109","41.90396679","-87.76438497","P"
"JD474226","10/23/2020 12:00:00 AM","037XX N BROADWAY","DECEPTIVE PRACTICE","THEFT BY LESSEE, MOTOR VEHICLE","OTHER (SPECIFY)","N","N","1925","46","1170498","1924987","41.94965212","-87.64866753","P"
"JD460157","12/11/2020 8:53","027XX N HAMPDEN CT","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","APARTMENT","N","N","1935","43","1172344","1918460","41.93170113","-87.6420754","P"
"JD366823","9/11/2020 10:45","015XX E 65TH ST","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","","N","N","321","5","1187696","1862199","41.77696492","-87.58745615","P"
"JD456281","12/11/2020 15:29","003XX S PULASKI RD","NARCOTICS","POSSESS - HEROIN (WHITE)","STREET","Y","N","1132","28","1149780","1898150","41.87643774","-87.72552361","P"
"JD455795","12/11/2020 5:55","101XX S AVENUE M","BATTERY","AGGRAVATED - HANDGUN","STREET","N","N","432","10","1201490","1838414","41.71135789","-87.53769512","P"
"JD459883","11/19/2020 08:00:00 AM","055XX N KENMORE AVE","DECEPTIVE PRACTICE","BOGUS CHECK","APARTMENT","N","N","2023","48","1168248","1936994","41.98264875","-87.65658958","P"
"JD457432","12/11/2020 20:45","099XX S EXCHANGE AVE","BATTERY","SIMPLE","RESIDENCE","N","N","431","10","1197477","1839674","41.71491626","-87.55234949","P"
